Season No;Episode No;Episode Name;Character Name;Dialogue
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Summer;Morty's on Jessica's Instagram again.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Get out of here, jerk!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Jerry;What's so embarrassing, Morty? Sharing it with your family might help.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Beth;Summer, stop shaming your brother. Morty, stop being a creepy, perverted cyberstalker.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;I'm not cyberstalking! I-I-I just wanted to know where she got this necklace from. And now I know. Her... Her... Her grandma left it to her.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Jerry;You're quiet, Rick. Shouldn't you be revealing grandmas aren't real?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Hi. I've placed an auto-response chip in my brain, so I can spend time with my family.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Beth;But you are spending time with your family.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Thank you for talking to Rick.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Alright, I'm finished with my breakfast and my Amazon wish list. Let's go, Morty. I need death crystals from Forbodulon Prime.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Jerry;Uh...
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Beth;Dad? There's a way we do this now.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Morty, would you please accompany me to Forbodulon Prime for death crystals?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Well, thank you for asking. Yes, I will do that.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Summer;It is a hot photo. I think grief flushes your cheeks. Dad, you hardly put any syrup on.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Beth;Honey, stop raising your father's cholesterol so you can take a hot funeral selfie.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Summer;I never get to do anything.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Uh, Rick, maybe if we go a little...
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Faster? Good idea, Morty. It'll get us through these asteroids sooner.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Geez, you're really this pissed about my mom making sure I'm okay with our adventures?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;What's next, Morty? What if I want you to jump off the Empire State Building? I have to ask? 
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Yes?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;And you seriously don't see how that's a slippery slope? Just shut up and help me with these, please.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Why are they called death crystals? D-Do they kill you?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;You're thinking of bullets, Morty. Death crystals show you how you're gonna die.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Jesus Christ! I-I die a million times?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Your future stems from your present, which, if you're living right, keeps changing. Truth is, anyone that knows how they're definitely gonna die is either boring as hell, or about to get shot. Duck!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Who are those guys?!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Crystal poachers. There's no lower form of life. They think the galaxy's their own personal piggy bank.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Wait, then what are we?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;We're Rick and Morty. You're about to witness the only real use for these crystals. They show you when the other guy's reloading.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Certain death, certain death, certain death, uncertain death.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;And certain death, certain death, certain death. Definitely gonna get shot by this guy, this is totally my fate. Nothing I could possibly do... Okay, now, not so much. Help me gather these up.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;You just use these to win fights? 
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;I don't use them. People that spend their life avoiding death are already dead. They're also rich, and I like to spend my life with their money.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Oh, my God.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Old Jessica;Morty!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Jessica! Oh!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Old Jessica;I love you. Morty. I love you.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Oh! Jessica. I want to die with Jessica. Ahh!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;What are you doing?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Oh, um, c-can I drive?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Why?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;The... feel of the open road?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Alright! Who's this grandson? I like his style.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Morty, you know outer space is up, right? 
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Yeah, yeah. I'm just, uh, following... my... instincts.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Will you just go up?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Stop! You're gonna make me die wrong!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Wait a minute, what? Morty, do you have a death crystal in your pocket?
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;No! Maybe!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;You little monster! I thought you were masturbating! 
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;And you took that in stride?!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;You'd rather I address it?!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Why would I be doing it?!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Why would you steal a death crystal?!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;I want to die old!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;Then stop driving!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;No!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;You son of a bitch! Give me the wheel, Morty. Goddamn it.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Ohhh, shit. Oh, shit, oh, shit, oh, shit, oh, shit.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Old Jessica;I love you, Morty.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Hologram Rick;I will avenge my death.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Morty;Holy shit!
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Hologram Rick;"Just kidding. I'm a crisis detection and correction hologram generated by a chip that real"" Rick put in your spine. ""Real"" in quotes because calling density-privileged entities ""real"" is incredibly holo-phobic."""
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Hologram Rick;Morty, do me a solid... problematic wordplay aside... Grab the gun with the blue handle from the trunk and get a tissue sample from the corpse. Alright, now take that to the trunk, and insert it into the clone compiler.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Hologram Rick;I see you appear to be holding a death crystal that's guiding your decisions more than I am. That's your right. I just want to remind you that some people can't hold anything and can never die, so that's a little offensive to... Oh, okay.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Hologram Rick;Listen, I'm programmed for tolerance, Morty. So I'm willing to accept that you're doing this if you're willing to accept that you need to stop.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Garage Computer Voice;Accepting. Rerouted. Backup. Data. Operation. Phoenix. Initiated.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Rick;What the hell? I axed this protocol.
4;1;Edge Of Tomorty: Rick. Die. Rickpeat;Fascist Rick;What are you doing with my clone?
