Season No;Episode No;Episode Name;Character Name;Dialogue
2;1;A Rickle In Time;Summer;Hurry up Morty, Grampa's about to unfreeze time. You know you really should be cleaning from top to bottom.
2;1;A Rickle In Time;Morty;I know how to vacuum Mom and Dad, Summer, I've been doing it for six months!
2;1;A Rickle In Time;Summer;Then you've been doing it wrong for six months. Oh, my God, is that mildew?
2;1;A Rickle In Time;Morty;It's not my fault we froze time on a humid day!
2;1;A Rickle In Time;Summer;You have dropped so many balls, man. Do you ever get scared Grampa Rick might make me his new sidekick?
2;1;A Rickle In Time;Morty;What? What kind of monster are you?
2;1;A Rickle In Time;Summer;A competent one.
2;1;A Rickle In Time;Rick;Who cares about the thing you guys are talking about? The whole point of freezing time is to stop giving a fuck. Put a shirt on your dumb dad and let's get this dumb universe rolling. Let's do this thing.
2;1;A Rickle In Time;Rick;Alright, listen, you two, we froze time for a pretty long time, so when I unfreeze it, the world's time is gonna be fine, but our time's gonna need a little time to, you know, stabilize.
2;1;A Rickle In Time;Morty;Our time is gonna be unstable? What does that even mean?
2;1;A Rickle In Time;Rick;It means relax and stop being a pussy, Morty. I thought you learned that by now. It also means don't touch your parents or we could shatter into countless theoretical shards.
2;1;A Rickle In Time;Morty;Wait a minute, what?
2;1;A Rickle In Time;Rick;And away we go!
2;1;A Rickle In Time;Morty;Uh, did we ever put that mattress under Mr. Benson?
2;1;A Rickle In Time;Rick;Shhh, Morty!
2;1;A Rickle In Time;Jerry;...A THING OR TWO ABOUT... wait, what? Was the house...? When we pulled up I could have sworn the house was completely trashed.
2;1;A Rickle In Time;Rick;Negative visualization, Jerry. It explains a lot about where you're at. Hi, sweety.
2;1;A Rickle In Time;Beth;Hi, dad.
2;1;A Rickle In Time;Beth;Summer, Morty, are you okay?
2;1;A Rickle In Time;Morty;W-We just missed you a lot.
2;1;A Rickle In Time;Summer;Yeah, we missed you so much. Too much to hug you though.
2;1;A Rickle In Time;Rick;Yeah it would literally destroy them. Now listen, why do—why do—why—why don't you guys go get a free Sundae ice cream, go out there and get some ice creams. Here's five hundred dollars cash in unmarked moneys. I'm just gonna put it on the floor and uh, kick it on over to ya. You guys go nuts.
2;1;A Rickle In Time;Jerry;This better not be a bribe. If I find a single thing out of place in this house, my love of ice cream won't save you. I'll get my jacket.
