Season No;Episode No;Episode Name;Character Name;Dialogue
5;1;Mort Dinner Rick Andre;Morty;C'mon, Rick. We're -- We're almost there.
5;1;Mort Dinner Rick Andre;Rick;Ugh, leave me, Morty. It's the only way. 
5;1;Mort Dinner Rick Andre;Rick;Wha-- Were -- Wha-- Were we -- Were we Blades in that one? That's fucking tight.
5;1;Mort Dinner Rick Andre;Morty;Just stay with me.
5;1;Mort Dinner Rick Andre;Rick;I'm -- I'm scared, Morty. I can see the end. I'm a silly man. I'm a silly small man. I'm -- I'm sorry I got you into this.
5;1;Mort Dinner Rick Andre;Morty;Then how about I get us outta this?
5;1;Mort Dinner Rick Andre;Jessica;Hello?
5;1;Mort Dinner Rick Andre;Morty;Hey, Jessica. I-It's Morty. From school.
5;1;Mort Dinner Rick Andre;Jessica;Oh, hey, Morty. What's up?
5;1;Mort Dinner Rick Andre;Morty;Um, I just want to say that you're really great. I know the timing never really worked out with us, but you're really great and I wish I got to know you better.
5;1;Mort Dinner Rick Andre;Jessica;Oh, I mean -- That's a lot.
5;1;Mort Dinner Rick Andre;Morty;Oh, uh, yeah, sorry, I guess I just -- 
5;1;Mort Dinner Rick Andre;Jessica;No, I just wish you said it sooner.
5;1;Mort Dinner Rick Andre;Morty;Wh-What?
5;1;Mort Dinner Rick Andre;Jessica;Yeah, I mean, being nervous is sort of selfish sometimes, y'know?
5;1;Mort Dinner Rick Andre;Ship Voice;Life support systems failing.
5;1;Mort Dinner Rick Andre;Morty;Yeah, that's a great point.
5;1;Mort Dinner Rick Andre;Jessica;Well, what are you doing tonight?
5;1;Mort Dinner Rick Andre;Morty;Tonight?
5;1;Mort Dinner Rick Andre;Jessica;Yeah. Do you, like, want to watch a movie or something?
5;1;Mort Dinner Rick Andre;Morty;Um, yeah. Tonight. Sounds great. Holy shit! Holy shit! Come on, come on!
5;1;Mort Dinner Rick Andre;Rick;Oh. Where are we?
5;1;Mort Dinner Rick Andre;Morty;We're home, Rick. I-I landed us in the ocean.
5;1;Mort Dinner Rick Andre;Rick;The ocean?! The ocean on Earth?!
5;1;Mort Dinner Rick Andre;Morty;Uh, yeah, I-I guess so.
5;1;Mort Dinner Rick Andre;Rick;Oh, shit. Holy shit. We have to go. We have to go right fucking now.
5;1;Mort Dinner Rick Andre;Morty;What?
5;1;Mort Dinner Rick Andre;Rick;You touched the ocean, Morty.
5;1;Mort Dinner Rick Andre;Morty;What's the big --
5;1;Mort Dinner Rick Andre;Rick;Oh, fuck! Shit! Shit! 
5;1;Mort Dinner Rick Andre;Morty;What?
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Richard! You have desecrated the sacred treaty betwixt land and sea. Now face the wrath of your once and eternal foe -- Mr. Nimbus!
5;1;Mort Dinner Rick Andre;Morty;Sorry. Who is that?
5;1;Mort Dinner Rick Andre;Rick;My nemesis.
5;1;Mort Dinner Rick Andre;Morty;What?
5;1;Mort Dinner Rick Andre;Rick;My fucking nemesis, okay?
5;1;Mort Dinner Rick Andre;Morty;Okay, but what was his name again?
5;1;Mort Dinner Rick Andre;Mr. Nimbus;I am Mr. Nimbus!
5;1;Mort Dinner Rick Andre;Rick;He's gonna say that a lot.
5;1;Mort Dinner Rick Andre;Beth;W-Wait, so who is coming over again?
5;1;Mort Dinner Rick Andre;Morty;He said his nemesis?
5;1;Mort Dinner Rick Andre;Jerry;Rick has a nemesis?
5;1;Mort Dinner Rick Andre;Morty;I guess.
5;1;Mort Dinner Rick Andre;Beth;Has he mentioned him before?
5;1;Mort Dinner Rick Andre;Morty;I-I was gonna ask you. First I'm hearing it.
5;1;Mort Dinner Rick Andre;Jerry;Who is he? Like a magic guy? Rick's science and he's magic? 
5;1;Mort Dinner Rick Andre;Morty;He's like a-a fish?
5;1;Mort Dinner Rick Andre;Jerry;A fish.
5;1;Mort Dinner Rick Andre;Rick;He's not a fish. He's Mr. Nimbus. He's king of the ocean and he's a piece of shit. 
5;1;Mort Dinner Rick Andre;Rick;Are you happy, Morty? Are you happy you touched the ocean? He's gonna be here any minute. Just help me smooth this over or this guy's gonna become more trouble than he's worth.
5;1;Mort Dinner Rick Andre;Morty;Um, hey, I don't know how much I can help out tonight, Rick. Jessica's coming over j-just to, like, watch a movie or something, but y'know, t-t-that's a good step. That's a solid step to something, y'know?
5;1;Mort Dinner Rick Andre;Rick;Truly nobody cares about your dick, Morty. The sooner you learn that, the better.
5;1;Mort Dinner Rick Andre;Morty;I think you just don't want me happy 'cause then I'll stop doing your crazy chores.
5;1;Mort Dinner Rick Andre;Rick;Trust me, after that ocean fuck-up, you don't get to do anything crazy. While I bullshit my way through this peace summit treaty with Nimbus, Summer is gonna dive into the Marianas Trench to recover the forbidden shell that gives him his power, because Summer can be trusted.
5;1;Mort Dinner Rick Andre;Summer;Let's lick tits.
5;1;Mort Dinner Rick Andre;Jerry;Okay, what?
5;1;Mort Dinner Rick Andre;Beth;I don't love that.
5;1;Mort Dinner Rick Andre;Summer;Of course you don't, 'cause you guys aren't getting any.
5;1;Mort Dinner Rick Andre;Beth;Actually, your father and I have been very sex-positive lately.
5;1;Mort Dinner Rick Andre;Summer;Eww.
5;1;Mort Dinner Rick Andre;Beth;Dr. Wong suggested we experiment.
5;1;Mort Dinner Rick Andre;Jerry;We've been watching pornography. Together.
5;1;Mort Dinner Rick Andre;Morty;Gross!
5;1;Mort Dinner Rick Andre;Summer;Gross! I might never come back from the ocean.
5;1;Mort Dinner Rick Andre;Beth;Oh, you'll have to tone it down, babe. The squares can't handle it.
5;1;Mort Dinner Rick Andre;Rick;There are suicide capsules in all of your teeth. Do what you want with that. C'mon, Morty. You're on booze duty.
5;1;Mort Dinner Rick Andre;Rick;Okay, Nimbus only drinks the good shit.  So just toss this whale-ass ocean-wine in here and age it up a few centuries.
5;1;Mort Dinner Rick Andre;Morty;So time moves faster in there? I-I-Is it like a Narnia thing?
5;1;Mort Dinner Rick Andre;Rick;I'm not a beaver who believes in Jesus Christ, Morty. But yeah, it's pretty much a Narnia thing.
5;1;Mort Dinner Rick Andre;Morty;Okay, but Jessica --
5;1;Mort Dinner Rick Andre;Rick;All you have to do is bring wine, Morty. When do I ask you for anything?
5;1;Mort Dinner Rick Andre;Morty;When do you -- I haven't been to a full week of school in years! I don't know shit! And for what? How many enemies do you have to have? Why is everything a fight with you?
5;1;Mort Dinner Rick Andre;Rick;You might want to learn this early, Morty. Life is a fight.
5;1;Mort Dinner Rick Andre;Morty;With Mr. Nimbus?
5;1;Mort Dinner Rick Andre;Rick;Are you makin' fun of me? Mr. Nimbus is an ice-cold dick killer, Morty.
5;1;Mort Dinner Rick Andre;Rick;Okay, let's go. That's his magic ocean horn.
5;1;Mort Dinner Rick Andre;Jerry;Is that Mr. Nimbus?
5;1;Mort Dinner Rick Andre;Rick;Nimbus.
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Richard. You look like ass.
5;1;Mort Dinner Rick Andre;Rick;Let's get this over with.
5;1;Mort Dinner Rick Andre;Jerry;I'm sorry. This is the guy?
5;1;Mort Dinner Rick Andre;Rick;Jerry...
5;1;Mort Dinner Rick Andre;Jerry;Hold on. No. I've seen you fuck a planet, and this is the guy you're afraid of?
5;1;Mort Dinner Rick Andre;Mr. Nimbus;I like this one, Rick. He is unbroken. Untamed. Perhaps he could use a firmer grip upon his leash.
5;1;Mort Dinner Rick Andre;Jerry;Okay, that's enough. I'm calling the police.
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Go ahead.
5;1;Mort Dinner Rick Andre;Rick;Jerry.
5;1;Mort Dinner Rick Andre;Jerry;I will!
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Good. I control them.
5;1;Mort Dinner Rick Andre;Jerry;Excuse me?
5;1;Mort Dinner Rick Andre;Rick;He controls police, Jerry.
5;1;Mort Dinner Rick Andre;Jerry;Right, that tracks. In Dumb World. Police? A strange horny ocean man is on my lawn. Well, I don't see how that's relevant, but we're white.
5;1;Mort Dinner Rick Andre;Police;Freeze! Freeze! Freeze! Freeze!
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Fight.
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Fuck.
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Flee.
5;1;Mort Dinner Rick Andre;Police Officer;Let's get outta here.
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Shall we, Richard?
5;1;Mort Dinner Rick Andre;Jerry;Okay, but how did he --
5;1;Mort Dinner Rick Andre;Rick;Jesus Christ, Jerry. He's Mr. Nimbus. He controls the police!
5;1;Mort Dinner Rick Andre;Jessica;Um, hello? Am I in the right place? I just saw a bunch of cops having sex with each other?
5;1;Mort Dinner Rick Andre;Morty;Hi! Jessica! Hi! Yeah, yup, y-you're in the right spot. Uh, everyone, th-this is Jessica. This is everybody. Uh, this is --
5;1;Mort Dinner Rick Andre;Mr. Nimbus;I am Mr. Nimbus.
5;1;Mort Dinner Rick Andre;Rick;Jesus, Nimbus, just get inside. Morty, grab the wine.
5;1;Mort Dinner Rick Andre;Morty;Yeah, in a minute. C-C'mon, Jessica.
5;1;Mort Dinner Rick Andre;Mr. Nimbus;Stand aside. Unless you are worthy of Nimbus.
5;1;Mort Dinner Rick Andre;Jerry;If that means what I think it means, I'll have you know, we watch porn together. Oh!
5;1;Mort Dinner Rick Andre;Beth;Ooh!
5;1;Mort Dinner Rick Andre;Nimbus's Starfish Assistant;Wow, okay! Looks like you guys just got the nod.
5;1;Mort Dinner Rick Andre;Beth;The nod?
5;1;Mort Dinner Rick Andre;Nimbus's Starfish Assistant;Mr. Nimbus has a sense for these things. I take it you're a sex-positive couple?
5;1;Mort Dinner Rick Andre;Jerry;Oh, yeah. Very much so.
5;1;Mort Dinner Rick Andre;Beth;We watch porn together.
5;1;Mort Dinner Rick Andre;Nimbus's Starfish Assistant;Great! I'll mark you down as eligible for a threeway. Here's all the information you'll need.
5;1;Mort Dinner Rick Andre;Beth;The king of the ocean wants to have a threesome with us?
5;1;Mort Dinner Rick Andre;Nimbus's Starfish Assistant;Totally optional. But a remarkable option to have, I assure you. Very jealous. There's a form on the last page, so we know where to send the gift basket.
5;1;Mort Dinner Rick Andre;Beth;So that just happened.
5;1;Mort Dinner Rick Andre;Jerry;You don't sound upset about it.
5;1;Mort Dinner Rick Andre;Beth;Neither do you.
5;1;Mort Dinner Rick Andre;Jerry;Oh, my God. Is this happening? To us? I thought this only happened in New York or on HBO.
5;1;Mort Dinner Rick Andre;Beth;Dr. Wong hasn't been wrong yet.
5;1;Mort Dinner Rick Andre;Jerry;You're right. This is exactly what she was talking about.
5;1;Mort Dinner Rick Andre;Morty;So, uh, yeah. J-Just make yourself comfortable. Y'know, ch-choose a movie or -- or we can watch some interdimensional cable if you want.
5;1;Mort Dinner Rick Andre;TV Voice;"We now return to Nintendo 69""."""
5;1;Mort Dinner Rick Andre;TV Voice;Nintendo, oh, what are you doing to me? Oh, Nintendo, oh, Nin--
5;1;Mort Dinner Rick Andre;Morty;Or we can watch whatever, y'know. Wh-Whatever you're into.
5;1;Mort Dinner Rick Andre;Jessica;Morty, did I hear you're getting wine?
5;1;Mort Dinner Rick Andre;Morty;Yeah, I gotta get some wine for Mr. Nimbus.
5;1;Mort Dinner Rick Andre;Jessica;Got any extra?
5;1;Mort Dinner Rick Andre;Morty;Oh. Uh, yeah. Yeah, yeah, I'll go get some, just for you.
5;1;Mort Dinner Rick Andre;Jessica;Cool. Hurry back.
